Order,Family,genus,species,Species,Diploid number,Fundamental number,Sex chromosome,Ploidy,Max Bs,Microchromosomes,Notes,Original listing,Citation
Anura,Ranidae,Rana,clamitans,Rana clamitans,26,52,XY,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,coreana,Rana coreana,26,,,,,,,Rana amurensis coreana,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,dalmatina,Rana dalmatina,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,draytonii,Rana draytonii,26,,,,,,,Rana aurora draytoni,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,dybowskii,Rana dybowskii,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,forreri,Rana forreri,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,graeca,Rana graeca,26,52,,,,,,,"Spasic-Boskovic, O., Tanic, N., Blagojevic, J. and Vujosevic, M., 1997. Comparative cytogenetic analysis of European brown frogs: Rana temporaria, R. dalmatina and R. graeca. Caryologia, 50(2), pp.139-149."
Anura,Ranidae,Rana,hanluica,Rana hanluica,26,52,,,,,,,"WANG, L., LU, Y.Y., LI, P.P., ZHOU, Z.Y. and WANG, Y., 2009. Cytogenetic Studies on the Hanlu Brown Frog (Rana hanluica). Sichuan Journal of Zoology, 5, p.018."
Anura,Ranidae,Rana,iberica,Rana iberica,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,italica,Rana italica,26,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Ranidae,Rana,japonica,Rana japonica,39,,,3,,,produced experimentally,,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Ranidae,Rana,japonica,Rana japonica,26,52,XY,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Ranidae,Rana,latastei,Rana latastei,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,longicrus,Rana longicrus,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,macrocnemis,Rana macrocnemis,26,52,,,,,,,"Martirosyan, A. and Stepanyan, I., 2009. Features of the karyotypes of Pelophylax ridibundus Pallas, 1771 and Rana macrocnemis Boulenger, 1885 (Amphibia: Ranidae) from Armenia. Comparative Cytogenetics, 3(1)), p.11."
Anura,Ranidae,Rana,magnaocularis,Rana magnaocularis,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,muscosa,Rana muscosa,26,46,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,neba,Rana neba,42,78,,,3,,,,"Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
Anura,Ranidae,Rana,neba,Rana neba,28,52,,,,,,,"Eto, K., Matsui, M. and Kokuryo, Y., 2016. A note on natural triploidy in a Japanese brown frog, Rana neba (Anura; Ranidae). Current herpetology, 35(2), pp.128-131."
Anura,Ranidae,Rana,ornativentris,Rana ornativentris,24,48,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,palmipes,Rana palmipes,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,palustris,Rana palustris,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,pipiens,Rana pipiens,39,,,3,,,produced experimentally,Lithobates pipiens,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Ranidae,Rana,pipiens,Rana pipiens,26,52,XY,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Ranidae,Rana,pretiosa,Rana pretiosa,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,sakuraii,Rana sakuraii,26,52,XY,,,,,,"Ryuzaki, M., Hanada, H., Okumoto, H., Takizawa, N. and Nishioka, M., 1999. Evidence for heteromorphic sex chromosomes in males of Rana tagoi and Rana sakuraii in Nishitama district of Tokyo (Anura: Ranidae).?Chromosome Research,?7(1), pp.31-42."
Anura,Ranidae,Rana,sauteri,Rana sauteri,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,septentrionalis,Rana septentrionalis,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,shuchinae,Rana shuchinae,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,sphenocephala,Rana sphenocephala,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,sylvatica,Rana sylvatica,26,,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,tagoi,Rana tagoi,26,52,XY,,,,,,"Ryuzaki, M., Hanada, H., Okumoto, H., Takizawa, N. and Nishioka, M., 1999. Evidence for heteromorphic sex chromosomes in males of Rana tagoi and Rana sakuraii in Nishitama district of Tokyo (Anura: Ranidae).?Chromosome Research,?7(1), pp.31-42."
Anura,Ranidae,Rana,temporaria,Rana temporaria,26,,XY,,4,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Ranidae,Rana,tsushimensis,Rana tsushimensis,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,vibicaria,Rana vibicaria,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Rana,virgatipes,Rana virgatipes,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Rana,warszewitschii,Rana warszewitschii,26,,,,,,,Rana warschewitschii,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Sanguirana,everetti,Sanguirana everetti,26,,,,1,,,Rana everetti,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Sanguirana,varians,Sanguirana varians,26,,,,,,,Rana varians,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Staurois,latopalmatus,Staurois latopalmatus,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Staurois,natator,Staurois natator,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Sylvirana,guentheri,Sylvirana guentheri,26,,,,,,,Rana guentheri,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Sylvirana,latouchii,Sylvirana latouchii,26,52,,,,,,Rana latouchii,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Ranidae,Sylvirana,nigrovittata,Sylvirana nigrovittata,26,,,,,,,Rana nigrovittata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Ranidae,Sylvirana,nigrovittata,Sylvirana nigrovittata,24,48,,,,,,,"Pradit, W., Suwannapoom, C., Bowonchairit, K., Buddhachat, K., Tantithakura, O. and Chomdej, S., 2018. Preliminary karyotype analysis of Amolops panhai and Sylvirana nigrovittata (Anura, Ranidae) from southern Thailand.?The Nucleus,?61(1), pp.69-73."
Anura,Ranidae,Sylvirana,spinulosa,Sylvirana spinulosa,26,,,,,,,Rana spinulosa,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Rhacophoridae,Buergeria,buergeri,Buergeria buergeri,26,,ZW,,,,,,"Ohta, S., Sumida, M. and Nishioka, M., 1999. Sex_determining mechanism in Buergeria buergeri (Anura, Rhacophoridae). III. Does the ZZW triploid frog become female or male?. Journal of Experimental Zoology, 283(3), pp.295-306."
Anura,Rhacophoridae,Buergeria,japonica,Buergeria japonica,26,52,,,,,,Rhacophorus japonicus,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Chiromantis,petersii,Chiromantis petersii,26,52,,,,,,Chiromantis petersi,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Chiromantis,rufescens,Chiromantis rufescens,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Chiromantis,xerampelina,Chiromantis xerampelina,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Kurixalus,eiffingeri,Kurixalus eiffingeri,26,,,,,,,Rhacophorus eiffingeri,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Kurixalus,eiffingeri,Kurixalus eiffingeri,26,52,,,,,,,"Chang, S.P., Ma, G.C., Chen, M. and Wu, S.H., 2017. Species and sex comparisons of karyotype and genome size in two Kurixalus tree frogs (Anura, Rhacophoridae). Acta Herpetologica, 12(2), pp.139-150."
Anura,Rhacophoridae,Kurixalus,idiootocus,Kurixalus idiootocus,26,52,,,,,,,"Chang, S.P., Ma, G.C., Chen, M. and Wu, S.H., 2017. Species and sex comparisons of karyotype and genome size in two Kurixalus tree frogs (Anura, Rhacophoridae). Acta Herpetologica, 12(2), pp.139-150."
Anura,Rhacophoridae,Polypedates,leucomystax,Polypedates leucomystax,26,,,,,,,Rhacophorus leucomystax,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Polypedates,leucomystax,Polypedates leucomystax,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Polypedates,maculatus,Polypedates maculatus,26,52,,,,,,Rhacophorus maculatus,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Polypedates,megacephalus,Polypedates megacephalus,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Pseudophilautus,wynaadensis,Pseudophilautus wynaadensis,26,52,,,,,,,"Joshy, S. H., and Kuramoto, M. (2011). Karyological studies on 5 anuran species (Rhacophoridae, Microhylidae) from the western ghats, southwest India.?Cytologia,?76(2), 111-117."
Anura,Rhacophoridae,Rhacophorus,arboreus,Rhacophorus arboreus,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Rhacophorus,boettgeri,Rhacophorus boettgeri,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Rhacophorus,chenfui,Rhacophorus chenfui,26,52,,,,,,,"Dejun, X.L.W.G.L., 1990. Studies on the Karyotypes of Rhacoohorus Chenfui and Rana Japonica Japonica [J]. Acta Academiae Medicinae Zunyi, 2, p.008."
Anura,Rhacophoridae,Rhacophorus,malabaricus,Rhacophorus malabaricus,26,52,,,,,,,"Joshy, S. H., and Kuramoto, M. (2011). Karyological studies on 5 anuran species (Rhacophoridae, Microhylidae) from the western ghats, southwest India.?Cytologia,?76(2), 111-117."
Anura,Rhacophoridae,Rhacophorus,moltrechti,Rhacophorus moltrechti,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Rhacophorus,nigropunctatus,Rhacophorus nigropunctatus,26,52,,,,,,,"SUN, A.Q., TIAN, Y.Z. and LI, S., 2007. Study on the karyotype and Ag-NORs of Rhacophorus nigropunctatus, Paa yunnanensis.?Journal of Liupanshui Teachers College,?6, p.003."
Anura,Rhacophoridae,Rhacophorus,owstoni,Rhacophorus owstoni,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Rhacophorus,schlegelii,Rhacophorus schlegelii,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhacophoridae,Rhacophorus,taipeianus,Rhacophorus taipeianus,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Rhinophrynidae,Rhinophrynus,dorsalis,Rhinophrynus dorsalis,22,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Scaphiopodidae,Scaphiopus,couchii,Scaphiopus couchii,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Scaphiopodidae,Scaphiopus,holbrookii,Scaphiopus holbrookii,26,50,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Scaphiopodidae,Scaphiopus,hurterii,Scaphiopus hurterii,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Scaphiopodidae,Spea,bombifrons,Spea bombifrons,26,52,,,,,,Scaphiopus bombifrons,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Scaphiopodidae,Spea,hammondii,Spea hammondii,26,52,,,1,,,Scaphiopus hammondi,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Scaphiopodidae,Spea,multiplicata,Spea multiplicata,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Sooglossidae,Sechellophryne,gardineri,Sechellophryne gardineri,26,42,,,,,,Sooglossus gardineri,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Sooglossidae,Sooglossus,sechellensis,Sooglossus sechellensis,26,44,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Sooglossidae,Sooglossus,thomasseti,Sooglossus thomasseti,26,44,,,,,,Nesomantis thomasseti,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Strabomantidae,Barycholos,cf ternetzi,Barycholos cf ternetzi,22,38,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Barycholos,ternetzi,Barycholos ternetzi,22,38,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Euparkerella,brasiliensis,Euparkerella brasiliensis,20,40,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Geobatrachus,walkeri,Geobatrachus walkeri,20,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Strabomantidae,Holoaden,bradei,Holoaden bradei,18,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Holoaden,luederwaldti,Holoaden luederwaldti,27,,,3,,,polyploid found in wild population,,"Campos, J.R.C., Martins, I.A., Haddad, C.F.B. and Kasahara, S., 2012. The karyotype of Holoaden luederwaldti (Anura, Strabomantidae), with report of natural triploidy.?Folia biologica,?58(4), p.144."
Anura,Strabomantidae,Holoaden,luederwaldti,Holoaden luederwaldti,18,34,,,,,,,"Campos, J.R.C., Martins, I.A., Haddad, C.F.B. and Kasahara, S., 2012. The karyotype of Holoaden luederwaldti (Anura, Strabomantidae), with report of natural triploidy.?Folia biologica,?58(4), p.144."
Anura,Strabomantidae,Oreobates,barituensis,Oreobates barituensis,22,44,,2,,,,,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Anura,Strabomantidae,Oreobates,berdemenos,Oreobates berdemenos,22,44,,2,,,,,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Anura,Strabomantidae,Oreobates,crepitans,Oreobates crepitans,22,44,,,,,,Pristimantis crepitans,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Oreobates,discoidalis,Oreobates discoidalis,22,,,,,,,Eleutherodactylus discoidalis,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Oreobates,discoidalis,Oreobates discoidalis,22,44,,2,,,,,"Ferro, J. M., Taffarel, A., Cardozo, D., Grosso, J., Puig, M. P., Surez, P., ... and Baldo, D. (2016). Cytogenetic characterization and B chromosome diversity in direct-developing frogs of the genus Oreobates (Brachycephaloidea, Craugastoridae). Comparative cytogenetics,10(1), 141."
Anura,Strabomantidae,Pristimantis,aff dundeei,Pristimantis aff dundeei,28,28,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Pristimantis,altae,Pristimantis altae,26,46,,,,,,Eleutherodactylus altae,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,altamazonicus,Pristimantis altamazonicus,34,36,,,,,,Eleutherodactylus altamazonicus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,bogotensis,Pristimantis bogotensis,34,36,,,,,,Eleutherodactylus bogotensis,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,boconoensis,Pristimantis boconoensis,32,,XY,2,,,,,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura.ÊCytogenetic and genome research,Ê154(3), pp.153-180."
Anura,Strabomantidae,Pristimantis,caryophyllaceus,Pristimantis caryophyllaceus,32,32,,,,,,Eleutherodactylus caryophyllaceus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,charlottevillensis,Pristimantis charlottevillensis,36,36,,,,,,Eleutherodactylus?charlottevillensis,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,conspicillatus,Pristimantis conspicillatus,34,36,,,,,,Eleutherodactylus conspicillatus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,conspicillatus,Pristimantis conspicillatus,34,40,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Pristimantis,cruentus,Pristimantis cruentus,32,32,,,,,,Eleutherodactylus cruentus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,cruentus,Pristimantis cruentus,20,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Pristimantis,curtipes,Pristimantis curtipes,34,,XY,,,,,,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura.ÊCytogenetic and genome research,Ê154(3), pp.153-180."
Anura,Strabomantidae,Pristimantis,duellmani,Pristimantis duellmani,36,,XY,,,,,,"Schmid, M. and Steinlein, C., 2018. Chromosome Banding in Amphibia. XXXVII. Y-Autosome Translocations in Anura.ÊCytogenetic and genome research,Ê154(3), pp.153-180."
Anura,Strabomantidae,Pristimantis,dundeei,Pristimantis dundeei,28,28,,,,,,,"Siqueira, S., Aguiar Jr, O., Struessmann, C., Del-Grande, M. L., and Recco-Pimentel, S. M. (2008). Chromosomal analysis of three Brazilian ?eleutherodactyline? frogs (Anura: Terrarana), with suggestion of a new species.?Zootaxa,?1860, 51-59."
Anura,Strabomantidae,Pristimantis,euphronides,Pristimantis euphronides,32,32,ZW,,,,W is submetacentric,Eleutherodactylus euphronides,"Schmid, M., Feichtinger, W., Steinlein, C. and Rupprecht, A., 2002. Chromosome banding in Amphibia: XXIII. Giant W sex chromosomes and extremely small genomes in Eleutherodactylus euphronides and Eleutherodactylus shrevei (Anura, Leptodactylidae).?Cytogenetic and genome research,?97(1/2), p.81."
Anura,Strabomantidae,Pristimantis,euphronides,Pristimantis euphronides,32,34,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Pristimantis,fenestratus,Pristimantis fenestratus,34,34,,,,,,Eleutherodactylus fenestratus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,gaigei,Pristimantis gaigei,34,,,,,,,Eleutherodactylus gaigeae,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,hoogmoedi,Pristimantis hoogmoedi,26,,,,,,,,"Kaiser, H., Barrio-Amor?s, C. L., Rivas, G. A., Steinlein, C., and Schmid, M. (2015). Five new species of Pristimantis (Anura: Strabomantidae) from the coastal cloud forest of the Pen?nsula de Paria, Venezuela.?Journal of Threatened Taxa,?7(4), 7047-7088."
Anura,Strabomantidae,Pristimantis,lacrimosus,Pristimantis lacrimosus,34,36,,,,,,Eleutherodactylus lacrimosus,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,lanthanites,Pristimantis lanthanites,36,,,,,,,Eleutherodactylus lanthanites,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Strabomantidae,Pristimantis,lanthanites,Pristimantis lanthanites,36,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Strabomantidae,Pristimantis,nubisilva,Pristimantis nubisilva,36,,,,,,,,"Kaiser, H., Barrio-Amor?s, C. L., Rivas, G. A., Steinlein, C., and Schmid, M. (2015). Five new species of Pristimantis (Anura: Strabomantidae) from the coastal cloud forest of the Pen?nsula de Paria, Venezuela.?Journal of Threatened Taxa,?7(4), 7047-7088."
